MSigDB_Set_Name	GO_Term_ID	GO_Term_Original_Name
GOBP_NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	GO:0033087	negative regulation of immature T cell proliferation
GOBP_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	GO:0033089	positive regulation of T cell differentiation in thymus
GOBP_POSITIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	GO:0033091	positive regulation of immature T cell proliferation
GOCC_WEIBEL_PALADE_BODY	GO:0033093	Weibel-Palade body
GOCC_CIS_GOLGI_NETWORK_MEMBRANE	GO:0033106	cis-Golgi network membrane
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GO:0033108	mitochondrial respiratory chain complex assembly
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	GO:0033119	negative regulation of RNA splicing
GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING	GO:0033120	positive regulation of RNA splicing
GOBP_REGULATION_OF_HISTONE_PHOSPHORYLATION	GO:0033127	regulation of histone phosphorylation
GOBP_POSITIVE_REGULATION_OF_HISTONE_PHOSPHORYLATION	GO:0033129	positive regulation of histone phosphorylation
GOMF_ACETYLCHOLINE_RECEPTOR_BINDING	GO:0033130	acetylcholine receptor binding
GOBP_POSITIVE_REGULATION_OF_GLUCOKINASE_ACTIVITY	GO:0033133	positive regulation of glucokinase activity
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	GO:0033135	regulation of peptidyl-serine phosphorylation
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	GO:0033137	negative regulation of peptidyl-serine phosphorylation
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	GO:0033138	positive regulation of peptidyl-serine phosphorylation
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN	GO:0033139	regulation of peptidyl-serine phosphorylation of STAT protein
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	GO:0033146	regulation of intracellular estrogen receptor signaling pathway
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway
GOBP_V_D_J_RECOMBINATION	GO:0033151	V(D)J recombination
GOBP_IMMUNOGLOBULIN_V_D_J_RECOMBINATION	GO:0033152	immunoglobulin V(D)J recombination
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	GO:0033157	regulation of intracellular protein transport
GOCC_INTERPHOTORECEPTOR_MATRIX	GO:0033165	interphotoreceptor matrix
GOBP_HISTONE_H3_K9_DEMETHYLATION	GO:0033169	histone H3-K9 demethylation
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	GO:0033176	proton-transporting V-type ATPase complex
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN	GO:0033179	proton-transporting V-type ATPase, V0 domain
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN	GO:0033180	proton-transporting V-type ATPase, V1 domain
GOBP_REGULATION_OF_HISTONE_UBIQUITINATION	GO:0033182	regulation of histone ubiquitination
GOBP_POSITIVE_REGULATION_OF_HISTONE_UBIQUITINATION	GO:0033184	positive regulation of histone ubiquitination
GOBP_RESPONSE_TO_VITAMIN_A	GO:0033189	response to vitamin A
GOMF_CALMODULIN_DEPENDENT_PROTEIN_PHOSPHATASE_ACTIVITY	GO:0033192	calmodulin-dependent protein phosphatase activity
GOBP_RESPONSE_TO_HYDROPEROXIDE	GO:0033194	response to hydroperoxide
GOBP_RESPONSE_TO_VITAMIN_E	GO:0033197	response to vitamin E
GOBP_RESPONSE_TO_ATP	GO:0033198	response to ATP
GOCC_DNA_HELICASE_COMPLEX	GO:0033202	DNA helicase complex
GOMF_RIBONUCLEASE_P_RNA_BINDING	GO:0033204	ribonuclease P RNA binding
GOBP_MEIOTIC_CYTOKINESIS	GO:0033206	meiotic cytokinesis
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	GO:0033209	tumor necrosis factor-mediated signaling pathway
GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY	GO:0033210	leptin-mediated signaling pathway
GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY	GO:0033211	adiponectin-activated signaling pathway
GOBP_IRON_IMPORT_INTO_CELL	GO:0033212	iron import into cell
GOMF_AMIDE_BINDING	GO:0033218	amide binding
GOBP_REGULATION_OF_PROTEIN_SUMOYLATION	GO:0033233	regulation of protein sumoylation
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION	GO:0033234	negative regulation of protein sumoylation
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION	GO:0033235	positive regulation of protein sumoylation
GOBP_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	GO:0033238	regulation of cellular amine metabolic process
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	GO:0033239	negative regulation of cellular amine metabolic process
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	GO:0033240	positive regulation of cellular amine metabolic process
GOBP_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	GO:0033262	regulation of nuclear cell cycle DNA replication
GOCC_CORVET_COMPLEX	GO:0033263	CORVET complex
GOCC_NODE_OF_RANVIER	GO:0033268	node of Ranvier
GOCC_PARANODE_REGION_OF_AXON	GO:0033270	paranode region of axon
GOBP_RESPONSE_TO_VITAMIN	GO:0033273	response to vitamin
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	GO:0033276	transcription factor TFTC complex
GOBP_CELL_PROLIFERATION_IN_MIDBRAIN	GO:0033278	cell proliferation in midbrain
GOBP_RESPONSE_TO_VITAMIN_D	GO:0033280	response to vitamin D
GOCC_EUKARYOTIC_48S_PREINITIATION_COMPLEX	GO:0033290	eukaryotic 48S preinitiation complex
GOBP_T_TUBULE_ORGANIZATION	GO:0033292	T-tubule organization
GOMF_MONOCARBOXYLIC_ACID_BINDING	GO:0033293	monocarboxylic acid binding
GOBP_SECRETION_OF_LYSOSOMAL_ENZYMES	GO:0033299	secretion of lysosomal enzymes
GOMF_DEHYDROASCORBIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0033300	dehydroascorbic acid transmembrane transporter activity
GOBP_MEIOTIC_CELL_CYCLE_CHECKPOINT	GO:0033313	meiotic cell cycle checkpoint
GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT	GO:0033314	mitotic DNA replication checkpoint
GOBP_LEYDIG_CELL_DIFFERENTIATION	GO:0033327	Leydig cell differentiation
GOBP_CHOLESTEROL_EFFLUX	GO:0033344	cholesterol efflux
GOBP_S_ADENOSYLMETHIONINE_CYCLE	GO:0033353	S-adenosylmethionine cycle
GOBP_SECRETORY_GRANULE_ORGANIZATION	GO:0033363	secretory granule organization
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	GO:0033365	protein localization to organelle
GOCC_CHROMATOID_BODY	GO:0033391	chromatoid body
GOBP_GAS_HOMEOSTASIS	GO:0033483	gas homeostasis
GOBP_CARBOHYDRATE_HOMEOSTASIS	GO:0033500	carbohydrate homeostasis
GOCC_HULC_COMPLEX	GO:0033503	HULC complex
GOBP_FLOOR_PLATE_DEVELOPMENT	GO:0033504	floor plate development
GOBP_HISTONE_H2A_UBIQUITINATION	GO:0033522	histone H2A ubiquitination
GOBP_HISTONE_H2B_UBIQUITINATION	GO:0033523	histone H2B ubiquitination
GOBP_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase
GOBP_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_OXIDASE	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase
GOMF_MAP_KINASE_PHOSPHATASE_ACTIVITY	GO:0033549	MAP kinase phosphatase activity
GOCC_RDNA_HETEROCHROMATIN	GO:0033553	rDNA heterochromatin
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	GO:0033555	multicellular organismal response to stress
GOMF_PROTEIN_DEACETYLASE_ACTIVITY	GO:0033558	protein deacetylase activity
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	GO:0033559	unsaturated fatty acid metabolic process
GOBP_REGULATION_OF_WATER_LOSS_VIA_SKIN	GO:0033561	regulation of water loss via skin
GOBP_ANTERIOR_POSTERIOR_AXON_GUIDANCE	GO:0033564	anterior/posterior axon guidance
GOBP_TRANSFERRIN_TRANSPORT	GO:0033572	transferrin transport
GOBP_RESPONSE_TO_TESTOSTERONE	GO:0033574	response to testosterone
GOCC_ELONGATOR_HOLOENZYME_COMPLEX	GO:0033588	elongator holoenzyme complex
GOBP_RESPONSE_TO_L_ASCORBIC_ACID	GO:0033591	response to L-ascorbic acid
GOMF_RNA_STRAND_ANNEALING_ACTIVITY	GO:0033592	RNA strand annealing activity
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	GO:0033598	mammary gland epithelial cell proliferation
GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	GO:0033599	regulation of mammary gland epithelial cell proliferation
GOBP_POSITIVE_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	GO:0033601	positive regulation of mammary gland epithelial cell proliferation
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_SECRETION	GO:0033603	positive regulation of dopamine secretion
GOBP_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	GO:0033604	negative regulation of catecholamine secretion
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	GO:0033605	positive regulation of catecholamine secretion
GOMF_RECEPTOR_SERINE_THREONINE_KINASE_BINDING	GO:0033612	receptor serine/threonine kinase binding
GOMF_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	GO:0033613	activating transcription factor binding
GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY	GO:0033617	mitochondrial cytochrome c oxidase assembly
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS	GO:0033619	membrane protein proteolysis
GOBP_INTEGRIN_ACTIVATION	GO:0033622	integrin activation
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	GO:0033623	regulation of integrin activation
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION	GO:0033625	positive regulation of integrin activation
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO:0033627	cell adhesion mediated by integrin
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO:0033628	regulation of cell adhesion mediated by integrin
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO:0033629	negative regulation of cell adhesion mediated by integrin
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO:0033630	positive regulation of cell adhesion mediated by integrin
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO:0033631	cell-cell adhesion mediated by integrin
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO:0033632	regulation of cell-cell adhesion mediated by integrin
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO:0033634	positive regulation of cell-cell adhesion mediated by integrin
GOCC_HOST_CELL_PART	GO:0033643	host cell part
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	GO:0033673	negative regulation of kinase activity
GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION	GO:0033683	nucleotide-excision repair, DNA incision
GOBP_OSTEOBLAST_PROLIFERATION	GO:0033687	osteoblast proliferation
GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	GO:0033688	regulation of osteoblast proliferation
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION	GO:0033689	negative regulation of osteoblast proliferation
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION	GO:0033690	positive regulation of osteoblast proliferation
GOMF_SIALIC_ACID_BINDING	GO:0033691	sialic acid binding
GOBP_PHOSPHOLIPID_EFFLUX	GO:0033700	phospholipid efflux
GOBP_RESPONSE_TO_GLUCAGON	GO:0033762	response to glucagon
GOBP_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY	GO:0033860	regulation of NAD(P)H oxidase activity
GOBP_POSITIVE_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY	GO:0033864	positive regulation of NAD(P)H oxidase activity
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	GO:0033865	nucleoside bisphosphate metabolic process
GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0033866	nucleoside bisphosphate biosynthetic process
GOBP_NUCLEOSIDE_BISPHOSPHATE_CATABOLIC_PROCESS	GO:0033869	nucleoside bisphosphate catabolic process
GOBP_P_BODY_ASSEMBLY	GO:0033962	P-body assembly
GOBP_RESPONSE_TO_LIPID	GO:0033993	response to lipid
GOMF_ATPASE_COUPLED_LIPID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0034040	ATPase-coupled lipid transmembrane transporter activity
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE	GO:0034045	phagophore assembly site membrane
GOMF_POLY_G_BINDING	GO:0034046	poly(G) binding
GOBP_ENDOSOMAL_VESICLE_FUSION	GO:0034058	endosomal vesicle fusion
GOMF_DNA_POLYMERASE_ACTIVITY	GO:0034061	DNA polymerase activity
GOBP_STRESS_GRANULE_ASSEMBLY	GO:0034063	stress granule assembly
GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS	GO:0034067	protein localization to Golgi apparatus
GOBP_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	GO:0034085	establishment of sister chromatid cohesion
GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	GO:0034086	maintenance of sister chromatid cohesion
GOBP_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	GO:0034091	regulation of maintenance of sister chromatid cohesion
GOBP_POSITIVE_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	GO:0034093	positive regulation of maintenance of sister chromatid cohesion
GOBP_RESPONSE_TO_CYTOKINE	GO:0034097	response to cytokine
GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX	GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex
GOBP_ERYTHROCYTE_HOMEOSTASIS	GO:0034101	erythrocyte homeostasis
GOBP_REGULATION_OF_TISSUE_REMODELING	GO:0034103	regulation of tissue remodeling
GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING	GO:0034104	negative regulation of tissue remodeling
GOBP_POSITIVE_REGULATION_OF_TISSUE_REMODELING	GO:0034105	positive regulation of tissue remodeling
GOBP_HOMOTYPIC_CELL_CELL_ADHESION	GO:0034109	homotypic cell-cell adhesion
GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	GO:0034110	regulation of homotypic cell-cell adhesion
GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	GO:0034111	negative regulation of homotypic cell-cell adhesion
GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	GO:0034112	positive regulation of homotypic cell-cell adhesion
GOBP_HETEROTYPIC_CELL_CELL_ADHESION	GO:0034113	heterotypic cell-cell adhesion
GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	GO:0034114	regulation of heterotypic cell-cell adhesion
GOBP_POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	GO:0034116	positive regulation of heterotypic cell-cell adhesion
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO:0034121	regulation of toll-like receptor signaling pathway
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO:0034122	negative regulation of toll-like receptor signaling pathway
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO:0034123	positive regulation of toll-like receptor signaling pathway
GOBP_REGULATION_OF_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO:0034127	regulation of MyD88-independent toll-like receptor signaling pathway
GOBP_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	GO:0034134	toll-like receptor 2 signaling pathway
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	GO:0034135	regulation of toll-like receptor 2 signaling pathway
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	GO:0034136	negative regulation of toll-like receptor 2 signaling pathway
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	GO:0034137	positive regulation of toll-like receptor 2 signaling pathway
GOBP_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	GO:0034138	toll-like receptor 3 signaling pathway
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	GO:0034139	regulation of toll-like receptor 3 signaling pathway
GOBP_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	GO:0034142	toll-like receptor 4 signaling pathway
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	GO:0034143	regulation of toll-like receptor 4 signaling pathway
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	GO:0034144	negative regulation of toll-like receptor 4 signaling pathway
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	GO:0034145	positive regulation of toll-like receptor 4 signaling pathway
GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY	GO:0034154	toll-like receptor 7 signaling pathway
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY	GO:0034155	regulation of toll-like receptor 7 signaling pathway
GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	GO:0034162	toll-like receptor 9 signaling pathway
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	GO:0034163	regulation of toll-like receptor 9 signaling pathway
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	GO:0034165	positive regulation of toll-like receptor 9 signaling pathway
GOMF_APOLIPOPROTEIN_BINDING	GO:0034185	apolipoprotein binding
GOMF_APOLIPOPROTEIN_A_I_BINDING	GO:0034186	apolipoprotein A-I binding
GOMF_APOLIPOPROTEIN_RECEPTOR_BINDING	GO:0034190	apolipoprotein receptor binding
GOBP_ACYLGLYCEROL_TRANSPORT	GO:0034196	acylglycerol transport
GOBP_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	GO:0034199	activation of protein kinase A activity
GOBP_RESPONSE_TO_OLEIC_ACID	GO:0034201	response to oleic acid
GOBP_LIPID_TRANSLOCATION	GO:0034204	lipid translocation
GOMF_PEPTIDE_N_ACETYLTRANSFERASE_ACTIVITY	GO:0034212	peptide N-acetyltransferase activity
GOBP_PROTEIN_HEXAMERIZATION	GO:0034214	protein hexamerization
GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	GO:0034219	carbohydrate transmembrane transport
GOBP_TRNA_THIO_MODIFICATION	GO:0034227	tRNA thio-modification
GOMF_GPI_ANCHOR_BINDING	GO:0034235	GPI anchor binding
GOMF_PROTEIN_KINASE_A_CATALYTIC_SUBUNIT_BINDING	GO:0034236	protein kinase A catalytic subunit binding
GOMF_PROTEIN_KINASE_A_REGULATORY_SUBUNIT_BINDING	GO:0034237	protein kinase A regulatory subunit binding
GOBP_MACROPHAGE_FUSION	GO:0034238	macrophage fusion
GOBP_REGULATION_OF_MACROPHAGE_FUSION	GO:0034239	regulation of macrophage fusion
GOBP_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	GO:0034243	regulation of transcription elongation from RNA polymerase II promoter
GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GO:0034248	regulation of cellular amide metabolic process
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GO:0034249	negative regulation of cellular amide metabolic process
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GO:0034250	positive regulation of cellular amide metabolic process
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	GO:0034260	negative regulation of GTPase activity
GOBP_RESPONSE_TO_MONOSACCHARIDE	GO:0034284	response to monosaccharide
GOBP_RESPONSE_TO_DISACCHARIDE	GO:0034285	response to disaccharide
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	GO:0034308	primary alcohol metabolic process
GOBP_PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS	GO:0034309	primary alcohol biosynthetic process
GOBP_PRIMARY_ALCOHOL_CATABOLIC_PROCESS	GO:0034310	primary alcohol catabolic process
GOBP_DIOL_METABOLIC_PROCESS	GO:0034311	diol metabolic process
GOBP_DIOL_BIOSYNTHETIC_PROCESS	GO:0034312	diol biosynthetic process
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	GO:0034314	Arp2/3 complex-mediated actin nucleation
GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation
GOBP_NEGATIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation
GOBP_CELL_JUNCTION_ASSEMBLY	GO:0034329	cell junction assembly
GOBP_CELL_JUNCTION_ORGANIZATION	GO:0034330	cell junction organization
GOBP_CELL_JUNCTION_MAINTENANCE	GO:0034331	cell junction maintenance
GOBP_ADHERENS_JUNCTION_ORGANIZATION	GO:0034332	adherens junction organization
GOBP_ADHERENS_JUNCTION_ASSEMBLY	GO:0034333	adherens junction assembly
GOBP_ADHERENS_JUNCTION_MAINTENANCE	GO:0034334	adherens junction maintenance
GOMF_SHORT_CHAIN_CARBOXYLESTERASE_ACTIVITY	GO:0034338	short-chain carboxylesterase activity
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	GO:0034340	response to type I interferon
GOBP_RESPONSE_TO_INTERFERON_GAMMA	GO:0034341	response to interferon-gamma
GOBP_GLIAL_CELL_APOPTOTIC_PROCESS	GO:0034349	glial cell apoptotic process
GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	GO:0034350	regulation of glial cell apoptotic process
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	GO:0034351	negative regulation of glial cell apoptotic process
GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY	GO:0034356	NAD biosynthesis via nicotinamide riboside salvage pathway
GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE	GO:0034362	low-density lipoprotein particle
GOCC_INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE	GO:0034363	intermediate-density lipoprotein particle
GOCC_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	GO:0034364	high-density lipoprotein particle
GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	GO:0034366	spherical high-density lipoprotein particle
GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING	GO:0034367	protein-containing complex remodeling
GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING	GO:0034370	triglyceride-rich lipoprotein particle remodeling
GOBP_CHYLOMICRON_REMODELING	GO:0034371	chylomicron remodeling
GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	GO:0034374	low-density lipoprotein particle remodeling
GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	GO:0034375	high-density lipoprotein particle remodeling
